date,temperature_2m,relative_humidity_2m,precipitation,rain,cloud_cover,wind_speed_10m,weather_code,pressure_msl,is_day,vapour_pressure_deficit,shortwave_radiation,apparent_temperature,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,weather_condition,VPD,water_balance,heat_stress_duration
2023-01-01 00:00:00+00:00,16.75,90.577194,0.1,0.1,100.0,4.8965297,51.0,1019.3,1.0,0.1798135,7.0,17.784016,0.023343245,19.35,0.361,Rain,0.17970983666999318,0.07665675500000001,0.0
2023-01-01 01:00:00+00:00,16.5,92.32327,0.1,0.1,100.0,4.1046314,51.0,1020.0,0.0,0.14418745,0.0,17.66889,0.0,18.95,0.363,Rain,0.14410100181943508,0.1,0.0
2023-01-01 02:00:00+00:00,16.2,91.71379,0.0,0.0,100.0,2.8116899,3.0,1020.2,0.0,0.15269828,0.0,17.404737,0.0,18.6,0.363,Cloudy,0.15259758615101005,0.0,0.0
2023-01-01 03:00:00+00:00,15.65,94.687546,0.0,0.0,99.0,3.2599385,3.0,1020.2,0.0,0.09452224,0.0,16.770689,0.0,18.4,0.363,Cloudy,0.09445412734672032,0.0,0.0
2023-01-01 04:00:00+00:00,15.1,95.58821,0.0,0.0,72.0,4.3498964,2.0,1020.1,0.0,0.075779915,0.0,15.912924,0.0,18.05,0.363,Cloudy,0.07571956092122756,0.0,0.0
2023-01-01 05:00:00+00:00,14.25,95.870964,0.0,0.0,100.0,4.510787,3.0,1020.0,0.0,0.0671469,0.0,14.751692,0.0,17.6,0.362,Cloudy,0.0670832910521253,0.0,0.0
2023-01-01 06:00:00+00:00,14.55,91.31319,0.0,0.0,97.0,6.638072,3.0,1019.6,0.0,0.1440326,0.0,14.585104,0.0,17.25,0.362,Cloudy,0.14389778459006486,0.0,0.0
2023-01-01 07:00:00+00:00,14.55,89.833954,0.0,0.0,55.0,5.692099,2.0,1019.5,0.0,0.16856158,0.0,14.637959,0.0,17.0,0.362,Cloudy,0.16840146123153277,0.0,0.0
2023-01-01 08:00:00+00:00,13.9,93.69379,0.0,0.0,69.0,5.904439,2.0,1019.6,0.0,0.10025871,0.0,13.957127,0.0,16.7,0.362,Cloudy,0.10015575307687619,0.0,0.0
2023-01-01 09:00:00+00:00,13.4,95.218414,0.0,0.0,48.0,5.0911684,1.0,1019.7,0.0,0.07359159,0.0,13.491928,0.0,16.4,0.362,Sunny,0.07351035560770258,0.0,0.0
2023-01-01 10:00:00+00:00,13.65,94.297455,0.0,0.0,69.0,8.0899935,2.0,1020.3,1.0,0.08920324,4.0,13.337969,0.004301043,16.2,0.362,Cloudy,0.08910822072377966,-0.004301043,0.0
2023-01-01 11:00:00+00:00,14.9,88.11719,0.0,0.0,100.0,12.303366,3.0,1020.8,1.0,0.2015189,84.0,14.040657,0.046737574,16.5,0.361,Cloudy,0.2013355067425331,-0.046737574,0.0
2023-01-01 12:00:00+00:00,16.85,81.161766,0.0,0.0,52.0,6.763786,2.0,1020.8,1.0,0.36180782,244.0,17.022383,0.13287045,18.25,0.36,Cloudy,0.36156662200762124,-0.13287045,0.0
2023-01-01 13:00:00+00:00,19.1,72.54368,0.0,0.0,8.0,7.8954163,0.0,1020.8,1.0,0.6073406,517.0,19.26674,0.2932072,19.85,0.359,Sunny,0.6070776947915519,-0.2932072,0.0
2023-01-01 14:00:00+00:00,21.45,62.94366,0.0,0.0,0.0,5.8603754,0.0,1020.6,1.0,0.9475763,722.0,23.003298,0.4454689,21.9,0.356,Sunny,0.9473456971694947,-0.4454689,0.0
2023-01-01 15:00:00+00:00,23.45,55.200336,0.0,0.0,0.0,4.6102495,0.0,1020.2,1.0,1.2933942,887.0,26.209558,0.57849944,24.15,0.352,Sunny,1.2932429039365771,-0.57849944,0.0
2023-01-01 16:00:00+00:00,25.35,47.843662,0.0,0.0,0.0,6.8777895,0.0,1020.0,1.0,1.6869559,999.0,28.214993,0.67646843,26.2,0.348,Sunny,1.6869010807482092,-0.67646843,0.0
2023-01-01 17:00:00+00:00,26.55,42.156475,0.0,0.0,4.0,9.449572,0.0,1019.9,1.0,2.0084667,1050.0,28.92437,0.7304204,27.85,0.342,Sunny,2.0084288910283545,-0.7304204,0.0
2023-01-01 18:00:00+00:00,27.4,37.179535,0.0,0.0,12.0,8.404285,0.0,1019.2,1.0,2.292882,1002.0,29.324276,0.7158547,29.0,0.337,Sunny,2.292788758484758,-0.7158547,0.0
2023-01-01 19:00:00+00:00,28.15,30.72984,0.0,0.0,16.0,7.5685663,0.0,1018.7,1.0,2.6415331,933.0,29.176563,0.6800637,29.85,0.333,Sunny,2.641232899494006,-0.6800637,0.0
2023-01-01 20:00:00+00:00,28.35,27.348927,0.0,0.0,1.0,6.6185193,0.0,1018.2,1.0,2.80301,756.0,28.061596,0.5626052,30.05,0.329,Sunny,2.802531179505551,-0.5626052,0.0
2023-01-01 21:00:00+00:00,28.45,25.921064,0.0,0.0,0.0,6.439876,0.0,1017.6,1.0,2.8748043,660.0,27.428404,0.48712036,30.05,0.325,Sunny,2.874248167638987,-0.48712036,0.0
2023-01-01 22:00:00+00:00,27.8,27.38588,0.0,0.0,0.0,7.754637,0.0,1017.2,1.0,2.71345,453.0,25.968313,0.35386485,29.35,0.323,Sunny,2.712872676188054,-0.35386485,0.0
2023-01-01 23:00:00+00:00,25.7,34.54573,0.0,0.0,0.0,10.948973,0.0,1017.2,1.0,2.1619592,237.0,23.81115,0.22907592,28.05,0.321,Sunny,2.161416632760356,-0.22907592,0.0
2023-01-02 00:00:00+00:00,21.75,42.939457,0.0,0.0,0.0,11.620809,0.0,1017.6,1.0,1.486507,55.0,19.685707,0.11101611,26.85,0.316,Sunny,1.4857567314579903,-0.11101611,0.0
2023-01-02 01:00:00+00:00,19.8,47.28062,0.0,0.0,0.0,8.217153,0.0,1018.2,0.0,1.2183157,0.0,18.14191,0.05456741,24.95,0.316,Sunny,1.2175080189865712,-0.05456741,0.0
2023-01-02 02:00:00+00:00,19.15,51.791637,0.0,0.0,0.0,10.97262,0.0,1018.8,0.0,1.0699801,0.0,17.287529,0.064933956,23.4,0.316,Sunny,1.069246223887946,-0.064933956,0.0
2023-01-02 03:00:00+00:00,18.45,57.28786,0.0,0.0,0.0,12.10157,0.0,1019.2,0.0,0.90744305,0.0,16.65757,0.060094226,22.25,0.315,Sunny,0.9067989852427338,-0.060094226,0.0
2023-01-02 04:00:00+00:00,17.3,63.468143,0.0,0.0,0.0,12.594856,0.0,1019.0,0.0,0.72200906,0.0,15.564983,0.049023196,21.3,0.315,Sunny,0.7214355663449163,-0.049023196,0.0
2023-01-02 05:00:00+00:00,16.2,68.971405,0.0,0.0,0.0,13.608762,0.0,1018.3,0.0,0.5719285,0.0,14.37587,0.04091618,20.45,0.315,Sunny,0.5714178977671698,-0.04091618,0.0
2023-01-02 06:00:00+00:00,15.15,74.50599,0.0,0.0,0.0,13.18308,0.0,1018.0,0.0,0.43940067,0.0,13.432482,0.028317152,19.7,0.315,Sunny,0.43896311728339277,-0.028317152,0.0
2023-01-02 07:00:00+00:00,14.15,80.53474,0.0,0.0,0.0,10.883676,0.0,1018.0,0.0,0.3145498,0.0,12.827663,0.012106579,18.95,0.314,Sunny,0.3142042582599853,-0.012106579,0.0
2023-01-02 08:00:00+00:00,13.3,86.53189,0.0,0.0,0.0,9.0,0.0,1018.0,0.0,0.2059524,0.0,12.32806,0.0,18.3,0.314,Sunny,0.2057075618361055,0.0,0.0
2023-01-02 09:00:00+00:00,12.6,91.79192,0.0,0.0,0.0,7.5942082,0.0,1018.2,0.0,0.11990607,0.0,11.894403,0.0,17.7,0.314,Sunny,0.11975428042978176,0.0,0.0
2023-01-02 10:00:00+00:00,12.2,95.17439,0.0,0.0,0.0,5.3999996,0.0,1018.2,1.0,0.06866789,5.0,11.86084,0.0,17.2,0.314,Sunny,0.06857779020786592,0.0,0.0
2023-01-02 11:00:00+00:00,14.0,86.60029,0.0,0.0,1.0,6.4096174,0.0,1018.4,1.0,0.21443105,114.0,13.6232395,0.047307663,17.5,0.314,Sunny,0.2142014011808937,-0.047307663,0.0
2023-01-02 12:00:00+00:00,16.15,77.17838,0.0,0.0,3.0,8.435069,0.0,1019.2,1.0,0.41928387,317.0,15.589481,0.16097724,18.25,0.314,Sunny,0.418941246247601,-0.16097724,0.0
